id	filename	md5	size	state
58e0380b-8b5c-4c07-9f82-e118a51639dc	d4bd9c1a-3c1e-4368-b0f4-8fffc3242db5.rna_seq.augmented_star_gene_counts.tsv	a3b6186187f41430180bcc1fa2481d9a	4227260	validated
dc7bb0fd-f0cd-448b-b334-19dabc930781	668af33c-bd8e-4f11-9665-351b26022ed9.rna_seq.augmented_star_gene_counts.tsv	3f34d762c08f1353853d58031673f3ab	4227296	validated
59e2e476-16e0-453d-8f3a-44718d2badc5	81a07e83-31b9-4442-9b91-0778213c571f.rna_seq.augmented_star_gene_counts.tsv	82f0c2db171d1d6810afd2870963d743	4220144	validated
daa7962c-0cf5-4295-a514-d8c71acfe1ee	987369aa-7c91-4600-9bc1-655ccba865a4.rna_seq.augmented_star_gene_counts.tsv	ef711f7ba189a8a3246c2d1637001cb0	4210823	validated
ce53dffe-8c10-4d69-b5d2-3edc773cef7f	c9d7b130-dda9-4f84-91d8-4352cf6f94d9.rna_seq.augmented_star_gene_counts.tsv	6b78d8cebbe8493a7dce5f6a70421416	4214697	validated
c6acd156-d0f0-4812-8d7c-f59dc78d51f5	1c0e5c66-48f2-4409-95ec-28cbc649df9f.rna_seq.augmented_star_gene_counts.tsv	bc6d1ce2483d121dbb0691241ec38f92	4221279	validated
f8186338-e939-477f-a140-b27769949253	c17adfe2-a13e-4081-bbbc-98f5762dbadc.rna_seq.augmented_star_gene_counts.tsv	bdbed84f01c9225be67e2ba04053da8a	4230112	validated
fd1ee252-7e07-412e-9445-e274d1095df2	c1b8903f-68e5-408a-b992-7373827021df.rna_seq.augmented_star_gene_counts.tsv	f33792a9d4265cb4626a0af56d81b3a7	4216390	validated
16bf461b-fbe3-4629-adfa-cc02f27555b4	af84350a-102d-42fc-8265-d8aa926706e3.rna_seq.augmented_star_gene_counts.tsv	4829cec0c40abe7f3c0c2773f53e5a1c	4223853	validated
bce4b21f-e461-48ec-bca6-1d05776eacf3	39948792-fe44-4a9b-bc49-fa1780d9812d.rna_seq.augmented_star_gene_counts.tsv	cbed9775ded440660521783337eb6eb6	4236378	validated
c79756e9-5de5-4da1-88ac-61878b3c8a74	368e6997-680e-494c-80da-ffca82183c36.rna_seq.augmented_star_gene_counts.tsv	0d61d8b54f4e8d02e60610daf4fa0daa	4164208	validated
bf116eca-f9ee-44f2-b574-7ae0b3059c57	815b1863-0d5b-44fc-b2e8-c8c92a8b53bd.rna_seq.augmented_star_gene_counts.tsv	785156fea958354c3e2d1fa9d7fc090d	4222577	validated
f875b714-f34d-4bc3-bf2a-b07c5c4f9a81	d01cb0b7-5ebb-4873-aa9b-ebfb01bd2563.rna_seq.augmented_star_gene_counts.tsv	8b773e5772f7785001e8a6413cdb96a0	4214879	validated
c1b3f54d-ac88-4b9e-84bd-025268e5ffec	00baa038-71ed-4f60-9525-2bc6b19e0234.rna_seq.augmented_star_gene_counts.tsv	ccb86bcb53fc6220516552de55ba2318	4218229	validated
cb2e6956-6d22-4197-a29b-28ccf1dd114b	10a51920-3656-4e60-adb8-80ce3fb517ff.rna_seq.augmented_star_gene_counts.tsv	b9c7331c0667161c1e7f5781d1961f59	4237064	validated
0050ed5e-ead2-4fec-8b93-b50c9011f212	ba4b6499-fff7-4e77-b1bf-a83fb36213e7.rna_seq.augmented_star_gene_counts.tsv	4ad46de23284fc338cbca5a639ed2138	4235337	validated
efa2fdc3-e146-456c-b20e-9deaa53fda15	c6fd1d87-a265-4c57-9bb4-fad8b477fd4f.rna_seq.augmented_star_gene_counts.tsv	93e6cf030cbc67cec7c5b7b0a25a2a21	4222571	validated
bc96f31a-8238-4213-92e9-28f02ac685f6	331f2b62-8001-4fa4-ab33-830319a35388.rna_seq.augmented_star_gene_counts.tsv	ac0ae9a5606bf0124bd82bdbfbe296e8	4219283	validated
dafc2d34-9494-4113-9e07-21e2b29d4017	1b05e868-d69d-4dc3-8a0d-a0f41c7e437c.rna_seq.augmented_star_gene_counts.tsv	6329ed9d287b9c32414582a61b3ab3da	4220973	validated
fe2c1f75-2ebb-497e-9567-6a6ed6d806f7	253b406c-27ee-4dde-a9c7-081bc0859ef7.rna_seq.augmented_star_gene_counts.tsv	01490b879ff2f87feda4d96290be6ff3	4212119	validated
03e98ec7-11e1-4f37-a189-93beb2bbf35c	4ce33e64-f812-4935-adac-ce4d6b030169.rna_seq.augmented_star_gene_counts.tsv	cabb79a0edc807e348cea6742ee04f48	4252180	validated
fe426208-e453-4cb4-835e-3e7f54e650d3	f6973eac-0dce-40ab-8365-9a0700717b70.rna_seq.augmented_star_gene_counts.tsv	df51040e51dd11528c8ba6a935b866ae	4220994	validated
b455427a-bea1-400b-b80f-02eaeabc1a5f	117650a3-5369-4aef-86f3-354cb8fb54f2.rna_seq.augmented_star_gene_counts.tsv	8c99fd7331c1c9d5f8fd5a3746754d3c	4173687	validated
bdcbcaee-c4d0-402c-bed8-3012ad0343cb	f7c47cfc-1b44-4ccc-9f8f-93f31712429a.rna_seq.augmented_star_gene_counts.tsv	e7358caf029bbe9cfd94de8ebd43cd90	4207560	validated
eb66b990-cd65-4d13-bf2d-b921856a6e9c	e72afca2-2ed6-494f-9f31-4bbc626fbfbf.rna_seq.augmented_star_gene_counts.tsv	98365d2d1a514a2acc488b42af7960a8	4207391	validated
e86c51cc-fec7-4265-92f1-9c178d374ed6	e237c495-15d6-4e5c-95ad-7f369b5f21bd.rna_seq.augmented_star_gene_counts.tsv	d677cc19d310f936729be5ce3e0c9412	4225367	validated
0c0e6ae4-1b78-4368-9204-235139b84f6c	6ac942aa-1b53-43d9-95cd-00c81230fe33.rna_seq.augmented_star_gene_counts.tsv	46985612952b116287ed5a0997f12373	4227899	validated
f4093fd1-0a71-46b3-8f58-98f4349050cd	0e35ff7e-4ea5-4206-9510-64278f8bdacc.rna_seq.augmented_star_gene_counts.tsv	7c7ce7a957c4c578c8183123a4728b0b	4214486	validated
b5e68486-f183-40ee-a7d7-99a9a17cd586	4b909df6-d414-4648-b615-e82848ea3a8d.rna_seq.augmented_star_gene_counts.tsv	21ece39469b77d1404de9c60aeeabfff	4232215	validated
e6a96c3b-8366-4d04-be2f-34197cafc655	1bbd2d9c-75fe-4959-91fc-007e176f51b3.rna_seq.augmented_star_gene_counts.tsv	de2922b9a5efaced56af34102e6474a7	4228216	validated
dc293636-662d-41c9-a187-4795ae4f1289	e905c25c-1c9b-4546-a6eb-503e074ada24.rna_seq.augmented_star_gene_counts.tsv	e09f88d554671b70281e164afef8a59e	4211014	validated
da5ff035-af4d-4142-b2aa-91cf67fec1eb	766f7924-799d-4775-959d-031513a1ff78.rna_seq.augmented_star_gene_counts.tsv	ae3e1c17f60eb113ece4a101318267e3	4245036	validated
c4c1ca48-8d4d-4042-9869-76b14c3ce82b	15f7be82-6e9d-4678-a8fc-ebabe0d663a1.rna_seq.augmented_star_gene_counts.tsv	83aa8083b976cd9a72f6aaa976fefc36	4223857	validated
0eee26ad-ac3a-4e62-ae1e-e9335792bcb5	190e1754-70f8-40f7-9837-3b37a27439af.rna_seq.augmented_star_gene_counts.tsv	4dcc8a3fd5a5a091694402111e32f7d4	4218361	validated
0f7211df-2947-49f4-b671-f1cd7fcb4d4d	7a7db25a-c977-4888-ad70-45eea7aa24ff.rna_seq.augmented_star_gene_counts.tsv	45a2024e381ad774b6295b3788bbb71b	4213284	validated
db9fafbd-aca8-4e40-85a7-26d6ea3aab27	fa1297ce-e5d9-4497-bd32-daec3706eb30.rna_seq.augmented_star_gene_counts.tsv	f4446299426fae908f6c7487004c1190	4213538	validated
0ca87801-a01f-4c38-b932-947df4ae1da5	fee1f175-a5ea-49bc-b7d8-e42194d87e49.rna_seq.augmented_star_gene_counts.tsv	6604f61db10a1291fc21e06f0af51d3b	4210797	validated
fd4c7f9b-61c1-494a-80e5-c967d389419d	938112e6-84ec-4f81-851c-3aabba3955a3.rna_seq.augmented_star_gene_counts.tsv	3b83d1ded8bc9b58eaa3addb2177162b	4215539	validated
bad7ba15-5415-4a41-bbd4-0867434ae755	5d710fa9-a27d-43ad-9ecb-9fb60a779435.rna_seq.augmented_star_gene_counts.tsv	accb31e7af13a9ca1e2c38a5d2d098d4	4220116	validated
bf102233-4434-4016-8953-2d6c4bac94c6	73f06603-615f-4645-b203-5889405a846c.rna_seq.augmented_star_gene_counts.tsv	468d33581ab6928e45fdc8f86efa9501	4225177	validated
be1cc113-7af4-48ba-ac16-bc3cab3c38c7	3907247c-544a-4cd4-b207-27ecf47ca504.rna_seq.augmented_star_gene_counts.tsv	a873bed375e44c8feb26c5c4bf73e713	4214630	validated
ecb9cb35-e4cc-49a2-805b-8b7bf9c26821	3acfd71b-941b-4c13-8a21-e78de96ee299.rna_seq.augmented_star_gene_counts.tsv	7a4ddefdf5d0257713e2149941d1c502	4251441	validated
d3a9563b-a507-4b84-bed6-458a42c76e74	b4c820ab-f1b3-4a04-a223-b13d224670dd.rna_seq.augmented_star_gene_counts.tsv	a019d3ce7393ed85baf8f342a6797cb2	4219565	validated
c9c91b65-118b-4819-bb1d-d9fe18800888	8866cd36-60f2-47b0-a98b-6684293f7757.rna_seq.augmented_star_gene_counts.tsv	203ee2566a6c71d31373ffac627dd697	4221537	validated
f1f3d42c-e971-4343-ad88-08b1f29dbcbf	b18320e9-67bb-4f79-879c-5a24c5c3c00b.rna_seq.augmented_star_gene_counts.tsv	9c6662789132669280edd9e5f326e084	4226124	validated
c4f9e963-ccd4-4932-b3a7-b12dac58d48a	ce81ebc7-b3d7-402a-b608-c045a80b8297.rna_seq.augmented_star_gene_counts.tsv	f16ba31e1c4cb53ffc997baae7d8537e	4221811	validated
0f46ace3-e6d3-4c68-8a6f-56359c44c1df	baa021e3-ed59-478a-b182-d07e3b8f8672.rna_seq.augmented_star_gene_counts.tsv	8b4f843700dc573582d9f040ccf0ae05	4200888	validated
cd85b680-b8d9-4940-97f5-8f6b436ecc22	628391f0-e95d-49ca-951e-9e5d61fb3eac.rna_seq.augmented_star_gene_counts.tsv	40046cbfdd0c2452c8ad6a668e17ccfd	4172052	validated
d8269d07-2b46-4574-99a2-2d6ce30ecc97	eec60cf4-dddb-4ba8-bc9e-069d989ffd5d.rna_seq.augmented_star_gene_counts.tsv	55487a1873168b4de4489798b206101c	4216899	validated
c7264f75-3a4d-438d-a195-3b99882a067c	2ad525dd-50c5-4b9e-99c0-a0ef70ae0e74.rna_seq.augmented_star_gene_counts.tsv	c016310882c60a48adf9a566b6407a93	4214207	validated
b61662ca-cfb7-479b-8901-ec58b250670c	e0bdf0d9-bbfc-4296-b96b-c2e8a3fec6fb.rna_seq.augmented_star_gene_counts.tsv	3e7cc090e9cd251706f7c134edf0c47a	4202082	validated
f0859c93-8d7f-404a-a58b-6a380153aff8	b42604d0-7f16-4bb1-a8e6-c842ce126c94.rna_seq.augmented_star_gene_counts.tsv	47ce496b18d91ad3e69c5e58e263edd5	4230964	validated
fb97e195-eb88-4e0d-be50-f057c8e38666	c2c2eede-8f3a-4118-a213-f5b7a8c6873a.rna_seq.augmented_star_gene_counts.tsv	b10b95a425605ae57ed20a3719533da3	4217273	validated
e039c52a-f01d-4525-b166-8e11d239c2b4	133ee504-7540-4368-9c11-06fb989d923b.rna_seq.augmented_star_gene_counts.tsv	1e6809960d5985089d9daec97ec73169	4228159	validated
e748b14d-18d7-4de1-9105-b0fd2f4f800b	bc37c1d0-9590-4d3e-9db9-defc40968250.rna_seq.augmented_star_gene_counts.tsv	44b6c714700d43a5b2112c4a334da2df	4231967	validated
0cc0cb27-bcea-4c6c-9e98-0d032bcc0b4d	c1dfdc09-ba3c-4a1c-b1b1-5738e7d2d90e.rna_seq.augmented_star_gene_counts.tsv	7d1908ddc7bd2c4baaccbe502f34d17d	4221653	validated
0ffd1d55-aaf9-4594-a646-9a0cf5a8210e	0f58fea8-4aca-4b82-b908-6b0940843926.rna_seq.augmented_star_gene_counts.tsv	1244d78e923862c497ffd3babe124674	4218712	validated
9ba7bdd6-41b9-47e5-acf2-de33f4c87710	cc67b013-5545-4f8d-8743-7e92a2390c3b.rna_seq.augmented_star_gene_counts.tsv	1d1d2745d3e24781cd2347471ab54b33	4224581	validated
1044754e-df38-4e17-86ac-a02699c0fc32	c697aac9-7aeb-439b-84a9-10398da09a12.rna_seq.augmented_star_gene_counts.tsv	f9c2b6dbb51bd5ed24b25e9fc30d8755	4216788	validated
100654b6-c96c-4dc8-9785-117fd48eb6f8	f0954d91-d653-42b9-a21e-64109c566680.rna_seq.augmented_star_gene_counts.tsv	51d8e3562126996bcce45ff655f8589d	4226007	validated
dc21c55f-32c2-486e-89d7-70dbc96a3505	a81ec99c-96fd-49d3-a882-d745fd4995a1.rna_seq.augmented_star_gene_counts.tsv	b4815dd9633e665acee4528e08d2dbec	4196360	validated
bac15d03-0a52-4ec6-9597-2ec8100be1db	cbbc1321-a4b8-4a42-a52d-2d4906737712.rna_seq.augmented_star_gene_counts.tsv	f3ebccfca45987018ecf9f83da8369a3	4234273	validated
d7658e56-4edc-4266-99a0-b9ff00f9b795	d9d0d54e-af56-4e01-ba93-bedf1c4b527c.rna_seq.augmented_star_gene_counts.tsv	1d70ae1feeae235e862ddc5b91e2a455	4242503	validated
bc4e921f-232b-4e0e-a794-965864e1a3e6	e3bac539-89c8-41ff-8acb-138712e8620b.rna_seq.augmented_star_gene_counts.tsv	6827680393e22a620333d83ae0e2f74e	4210748	validated
f2d67df3-d599-47c3-807b-7ea6f94a761a	8c4ec0e7-46d6-4a02-ab52-375629b64350.rna_seq.augmented_star_gene_counts.tsv	d6fd5e883167318ac5d9a9e3f3e8bff3	4218832	validated
155ce28d-e51d-438c-9164-586872efad25	d6b1de6d-f9aa-430e-a1a3-667af29fdcd9.rna_seq.augmented_star_gene_counts.tsv	766634ecf62a4d79802a249e73f555cc	4223888	validated
141a624c-5d94-43de-9e1a-2860d12629fa	3f3a4e6b-a372-4e92-b38c-cf2283a4ed8d.rna_seq.augmented_star_gene_counts.tsv	e7420b205b9ce5f346b5ed85ff977195	4222875	validated
0e262421-d669-477b-8190-9b3c1afc10db	c1a77efd-9335-460b-9af7-c47cc87702e7.rna_seq.augmented_star_gene_counts.tsv	02381ab418057a86961fbf190493f860	4163121	validated
167e6f39-eb9e-43a1-a683-c0d31a731475	515198a8-82b6-43ab-95d3-0eed1a71f4b3.rna_seq.augmented_star_gene_counts.tsv	dd0796609ff342325152d54571e82fab	4233464	validated
1471bc5b-5d26-4025-8cdb-0d7612fe331a	7f800375-32e4-4538-97f8-55d2a290c5db.rna_seq.augmented_star_gene_counts.tsv	2507f4f751f71da3bdcf5b374b16c130	4222551	validated
122af8f0-12d3-4dcd-9758-a0d8a6f30713	2c2b3792-cd1c-4fe8-86a7-3fa8997d8a02.rna_seq.augmented_star_gene_counts.tsv	1585a9bf33102721ce71e9ee55c0b146	4223729	validated
ce699fc7-8661-4956-b94d-4113c4bd5545	a0a662fa-11f4-4761-8210-cb93734afe98.rna_seq.augmented_star_gene_counts.tsv	e8a1f9a3367fac7c7eafd8270e2e7054	4214018	validated
14598bcb-c620-484d-85ca-e64e226f8ed3	dc72d231-5633-420d-ae53-d649b0778bc4.rna_seq.augmented_star_gene_counts.tsv	f89627de538a6f2d688e2c9aad261c66	4220209	validated
d7cd8d37-2cd7-44e5-a281-0f5067419e6c	aa2da932-29eb-47ed-9725-62fc5af6b344.rna_seq.augmented_star_gene_counts.tsv	a089d827cc40f3aef043de65727ff78b	4221391	validated
f89c01d1-4ebe-46e2-a614-5dbb36bbbf4c	c7292b17-717f-4bcf-bdca-97be277c89ba.rna_seq.augmented_star_gene_counts.tsv	68490587944e30a78a8e5677c81a74ec	4219445	validated
d9764316-c042-49f0-ae90-0dc413f8498b	ff06d792-8484-4449-bc7b-ef4a44a52f78.rna_seq.augmented_star_gene_counts.tsv	50c47cceaeca619aeb7fc9591838693f	4208450	validated
14d24b86-6655-4c6a-b20b-abe949ff1cc9	dfd6da66-2bd7-426a-9b96-d78861f56281.rna_seq.augmented_star_gene_counts.tsv	455fb6ff40fa2e429da4946f5a8585f9	4184585	validated
f3a071fe-600d-445b-aa81-c759979682e0	a5e861cd-c8d1-490f-bd25-c717d502d204.rna_seq.augmented_star_gene_counts.tsv	c1a0f8b8e39efa2546b13962f15f3074	4182760	validated
eb42b6b3-6358-4616-b2a5-c1ddeac2c53e	709ea11b-3afc-46e9-b20c-d8fb0d2758e2.rna_seq.augmented_star_gene_counts.tsv	82768acef97a9aac7244f47d06c5aa25	4210449	validated
f0ec8a65-2372-4378-87cd-95d8e52403bd	8de785fc-e89c-45f1-b7d5-ed24072607d5.rna_seq.augmented_star_gene_counts.tsv	46a8f3cd6c0bb28ce00dc2e4099762c5	4198376	validated
fb3c76e9-ae6c-449a-9707-be5e41391443	af3d28a7-d76b-4b9d-81a9-bebc2c8917cc.rna_seq.augmented_star_gene_counts.tsv	7868e1377fad13a4d298d48e42cdffc6	4235284	validated
d5b95915-96b7-42da-892b-3a276c752bb7	f12e1054-13b8-4894-b06c-fe1f6b6efb41.rna_seq.augmented_star_gene_counts.tsv	6a913f85d825bb89e47de80defb6f69e	4215793	validated
0d471b58-2976-488c-ba34-d4513b01b3d1	dd20ba28-9db9-4c5f-8be9-4b419cee47a5.rna_seq.augmented_star_gene_counts.tsv	cb16bbe021e491b792a3ee894d3ea1d3	4209503	validated
f72c5395-aa4a-4501-aeb1-4e89cfe9a928	53f0a5ec-0df9-4db7-8d78-269e51889f92.rna_seq.augmented_star_gene_counts.tsv	2d5a4e92cc27f1ca4149876e214aa831	4185713	validated
119306ce-63d3-4db5-b6fc-be2ca8b9295f	b99e9697-7cca-4420-bd2a-8b1ca35063dd.rna_seq.augmented_star_gene_counts.tsv	ed7c9bd4d00566cb4dca30ea68ef43a6	4244689	validated
e84dde19-ea7f-48d3-b37f-2be47ab58dca	d0e4b790-cba8-4da4-a770-b7d4995df8a2.rna_seq.augmented_star_gene_counts.tsv	e67b465f05e149f2b27fc32c2529575b	4231292	validated
dfe35e98-ecd2-4811-b592-a68f93c469de	1ab9e0bd-697a-44c5-9f22-45ef6954ae5b.rna_seq.augmented_star_gene_counts.tsv	03d0d4f0a04c3e438ca2687eb724d5a8	4199332	validated
11a9e6b9-c600-402e-a2b3-c63a8b8cd8e4	c15d8b72-9860-410d-bc76-8dabe98f8ff6.rna_seq.augmented_star_gene_counts.tsv	5b9f8520afba9aa1414ed7e9827ebc8d	4200688	validated
11f73bbb-13b2-4914-99f6-3017c9198e3c	95430f7f-2f2f-41cf-bd50-4fd509c73bcf.rna_seq.augmented_star_gene_counts.tsv	edf4e037dd4e0431b2ccdee167afc313	4228460	validated
fa7983ce-cc0a-40b4-a4ee-73c2e046360a	ee51c988-6c72-4d50-8e40-bcfaa2930969.rna_seq.augmented_star_gene_counts.tsv	88f15725e84d8f246a06f5769e5ab019	4225024	validated
c6a45941-2140-4086-b6d3-a588412d87e4	ed0c521e-eb5a-42c8-bb18-209229dcc42a.rna_seq.augmented_star_gene_counts.tsv	770db27644ba8d372a7c3bc8a082f925	4214779	validated
fa63e6a2-1bf2-45d2-975d-d6ea9271576e	dae74b9b-89d4-4cfd-89b6-2b586661acc5.rna_seq.augmented_star_gene_counts.tsv	23bdb7cef71bb0794dfda2ba3aa5b14a	4229571	validated
cafe8abe-db9e-4fea-93a3-7626087656a6	88602bf7-bfdf-4302-adec-2a5006bfad24.rna_seq.augmented_star_gene_counts.tsv	20f52a638559d15a770d2a6decbe7c03	4169166	validated
f1654fc0-800e-4122-9e6d-f7e74e78daf4	f9b34807-6445-4a50-b18d-75ccb84fa76e.rna_seq.augmented_star_gene_counts.tsv	20dc76197ab61961f789bdec34cac2b9	4219134	validated
ea380475-03ab-4f91-84ec-8d93e7371e65	5437a9f8-e8c7-499e-8154-1123e037bcb8.rna_seq.augmented_star_gene_counts.tsv	b477eb19b7a43aaad7b54c8e1d49d9f1	4230797	validated
127be0a4-cca9-4948-8744-db17876fa55c	3bc6c88f-3c74-49c1-98b8-6e7ff1b90201.rna_seq.augmented_star_gene_counts.tsv	bb02bed589642f62778a22ba25b1524d	4233660	validated
1284fcaa-0ba7-4108-ac20-e52f9ad970b4	bd279258-5673-446b-b9c9-b50779dc7ae7.rna_seq.augmented_star_gene_counts.tsv	75c9c268aaecdca8c6eb3d02b42a7bd2	4212558	validated
f9f6ed14-b993-4b1c-8bd9-8a8e9cc6348f	bd73d44b-2d3f-4a22-8a43-f1cb57278ae2.rna_seq.augmented_star_gene_counts.tsv	90f23a51f27f7f66089d4a35e64c82a3	4207716	validated
09efce4e-993c-43eb-9289-ee8946bab1b4	48d4b1ae-0418-4cae-a020-4c59779572ef.rna_seq.augmented_star_gene_counts.tsv	721e60ad3247311739c3ce2c5c66e6d9	4213783	validated
12d83c94-3ad2-4dcd-a6fc-4fff17118048	653bd827-1fc9-4459-aa97-65f4eb0b507c.rna_seq.augmented_star_gene_counts.tsv	6cd016c54246d66f838901618f821702	4237095	validated
55bc49f5-e331-41bb-9720-6d6d6fcd7e0f	e3ee6cf4-3231-4229-9b82-500eaf54239c.rna_seq.augmented_star_gene_counts.tsv	6a100987bbcfd8b6211c30c6d4a6c9a0	4234984	validated
d11c7791-6baa-4bbb-99ae-e976ea1797e9	e7fb5e60-75db-43c7-9ec1-f2632de9aab4.rna_seq.augmented_star_gene_counts.tsv	7671765eb12792a71bb79a603dcef8d7	4153882	validated
baa9d44c-6ce1-42c7-b0c8-48c95fc2e728	02ca31eb-1e5f-4496-b799-ce1ab6011559.rna_seq.augmented_star_gene_counts.tsv	cd496e28b297f8ab9d9f9a97ed7172db	4225483	validated
fd0501dc-2504-4ed7-b63a-68e7bb2c3272	f3894707-017e-4b5a-ab87-94dcaafa2557.rna_seq.augmented_star_gene_counts.tsv	a9f4f4e9ad34428066943f3ac0603693	4217893	validated
1c2c4d57-fe08-4ca1-b411-d0630244cfaa	47e1b07e-5e7c-4285-a6ec-93a148e5a99f.rna_seq.augmented_star_gene_counts.tsv	f2cb8b67d56d7df193c7b75a521ab3fb	4218771	validated
2cfdcc6b-9a61-48be-8ce8-6d791bc605f8	2cbc4d1e-8301-4ea5-b425-5b15588ff7d5.rna_seq.augmented_star_gene_counts.tsv	68849c3cff00b916356193811dedc81b	4212968	validated
677ffb2c-3463-458a-ba29-382a0862f385	86fd4d1a-a639-4322-a5af-5ddcc25aa47c.rna_seq.augmented_star_gene_counts.tsv	d3cd5cd33f04f3a8a56b764ae416f152	4188392	validated
12f3a001-3953-4a94-bcad-aa8cc2575880	cf4536ab-d662-4156-9035-233592187245.rna_seq.augmented_star_gene_counts.tsv	ab9512ccb9648fd530bedc9e5ac4cd31	4233369	validated
1750aa17-5ce7-4184-b7d4-eb32ced03235	bb37499e-0afa-416a-86bd-4ae53df59ecb.rna_seq.augmented_star_gene_counts.tsv	c5b4e90aa7ee3ced04ef51330d157dc6	4248007	validated
45f6ad45-bb2b-4498-aecd-1cac992035b8	caae269e-a492-4a30-90fa-c46f4022f62a.rna_seq.augmented_star_gene_counts.tsv	b7266816befd438cf3987baf7db9e174	4230687	validated
1b3eed32-12f5-4cba-af1d-ea828bfa94dc	b77706ff-18b3-4734-8c00-b9928f8a3fe4.rna_seq.augmented_star_gene_counts.tsv	632dabd8685e0141c30e27fdf03db395	4206065	validated
b7151851-a6bc-4546-918a-26f2aa27b92b	f02ab2d0-22fa-4253-a584-50fb86148a1c.rna_seq.augmented_star_gene_counts.tsv	db58aee67b25ed8f7ef17ccb52bfbc1a	4188486	validated
706a84cd-b2e8-4b5f-b728-eb7848f3c237	d5b15685-a6f5-4b23-9725-edc5274126f9.rna_seq.augmented_star_gene_counts.tsv	1a1073c661783666e06cf50b13460a24	4207755	validated
637cac88-2684-4229-a9fa-f358fdddf2e3	82426f2a-f0e4-45ed-a095-70976bcdf63f.rna_seq.augmented_star_gene_counts.tsv	b156aff6cd7c3c5294c02cefec822d5e	4205000	validated
